"number","agecat","governorate","gender","q20","q24","q37","geoid"
"1621","25-34","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1622","35-44","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1623","25-34","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1624","35-44","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1625","25-34","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1626","35-44","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1627","25-34","الشمال","Male","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1628","25-34","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1629","45-54","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1630","35-44","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1631","35-44","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1632","25-34","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1633","35-44","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1634","25-34","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1635","45-54","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1636","35-44","الشمال","Male","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع انتخاب كل شخص لنواب طائفته","1621"
"1637","45-54","الشمال","Female","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","NA","1621"
"1638","25-34","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1639","35-44","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1640","25-34","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1641","35-44","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1642","25-34","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1643","25-34","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1644","45-54","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1645","55-64","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","NA","1621"
"1646","35-44","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1647","25-34","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1648","35-44","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1649","25-34","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1650","35-44","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1651","35-44","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1652","35-44","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1653","35-44","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1654","25-34","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1655","45-54","الشمال","Male","إلى حدٍ ما","لا تهمّني السياسة","النسبية مع دوائر كبرى ","1621"
"1656","25-34","الشمال","Female","إلى حدٍ ما","لا تهمّني السياسة","النسبية مع دوائر كبرى ","1621"
"1657","45-54","الشمال","Male","غير راضٍ(ية","لا تهمّني السياسة","النسبية مع دوائر كبرى ","1621"
"1658","25-34","الشمال","Male","غير راضٍ(ية","لا تهمّني السياسة","النسبية مع دوائر كبرى ","1621"
"1659","25-34","الشمال","Male","غير راضٍ(ية","لا تهمّني السياسة","النسبية مع دوائر كبرى ","1621"
"1660","Under 25","الشمال","Female","غير راضٍ(ية","لا تهمّني السياسة","النسبية مع دوائر كبرى ","1621"
"1661","35-44","الشمال","Female","غير راضٍ(ية","لا تهمّني السياسة","لا جواب","1621"
"1662","25-34","الشمال","Female","غير راضٍ(ية","لا تهمّني السياسة","لا جواب","1621"
"1663","Under 25","الشمال","Male","غير راضٍ(ية","لا تهمّني السياسة","لا جواب","1621"
"1664","25-34","الشمال","Female","غير راضٍ(ية","لا تهمّني السياسة","النسبية مع دوائر كبرى ","1621"
"1665","45-54","الشمال","Male","غير راضٍ(ية","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","النسبية مع دوائر كبرى ","1621"
"1666","25-34","الشمال","Female","غير راضٍ(ية","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","النسبية مع دوائر كبرى ","1621"
"1667","45-54","الشمال","Male","غير راضٍ(ية","لا تهمّني السياسة","NA","1621"
"1668","25-34","الشمال","Female","غير راضٍ(ية","لا تهمّني السياسة","النسبية مع دوائر كبرى ","1621"
"1669","35-44","الشمال","Male","إلى حدٍ ما","لا تهمّني السياسة","نظام مختلط (يجمع بين النظامين النسبي والأكثري)","1621"
"1670","25-34","الشمال","Male","إلى حدٍ ما","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","النسبية مع دوائر صغرى","1621"
"1671","35-44","الشمال","Male","غير راضٍ(ية","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","نظام مختلط (يجمع بين النظامين النسبي والأكثري)","1621"
"1672","55-64","الشمال","Male","إلى حدٍ ما","NA","النسبية مع لبنان دائرة واحدة","1621"
"1673","35-44","الشمال","Female","غير راضٍ(ية","لا تهمّني السياسة","نظام مختلط (يجمع بين النظامين النسبي والأكثري)","1621"
"1674","35-44","الشمال","Male","إلى حدٍ ما","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","نظام مختلط (يجمع بين النظامين النسبي والأكثري)","1621"
"1675","35-44","الشمال","Male","إلى حدٍ ما","لا تهمّني السياسة","NA","1621"
"1676","25-34","الشمال","Male","غير راضٍ(ية","لا تهمّني السياسة","النسبية مع دوائر كبرى ","1621"
"1677","NA","الشمال","Female","غير راضٍ(ية","لا تهمّني السياسة","لا اعرف","1621"
"1678","35-44","الشمال","Female","إلى حدٍ ما","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","لا اعرف","1621"
"1679","25-34","الشمال","Male","إلى حدٍ ما","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","نظام مختلط (يجمع بين النظامين النسبي والأكثري)","1621"
"1680","35-44","الشمال","Male","إلى حدٍ ما","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","نظام مختلط (يجمع بين النظامين النسبي والأكثري)","1621"
"1681","25-34","الشمال","Female","راضٍ(ية) تماماً","ناشط(ة) في المجتمع المدني واهتم بالسياسة لكن لا أميل الى أي ","نظام مختلط (يجمع بين النظامين النسبي والأكثري)","1621"
"1682","25-34","الشمال","Male","غير راضٍ(ية","ناشط(ة) في المجتمع المدني واهتم بالسياسة لكن لا أميل الى أي ","النسبية مع لبنان دائرة واحدة","1621"
"1683","55-64","الشمال","Female","غير راضٍ(ية","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","النسبية مع لبنان دائرة واحدة","1621"
"1684","35-44","الشمال","Male","راضٍ(ية) تماماً","لا تهمّني السياسة","النسبية مع دوائر صغرى","1621"
"1685","25-34","الشمال","Female","غير راضٍ(ية","لا تهمّني السياسة","لا جواب","1621"
"1686","35-44","الشمال","Female","إلى حدٍ ما","لا تهمّني السياسة","لا اعرف","1621"
"1687","25-34","الشمال","Male","غير راضٍ(ية","لا تهمّني السياسة","لا جواب","1621"
"1688","45-54","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1689","25-34","الشمال","Female","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1690","25-34","الشمال","Male","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","NA","1621"
"1691","Under 25","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1692","55-64","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1693","65 and above","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","NA","1621"
"1694","55-64","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1695","45-54","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1696","45-54","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
"1697","55-64","الشمال","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1621"
